code,Region Name,Sub-region Name,country,slope,error,number_of_points,start_date,end_date,r0,r0_error,pf_eigenvalue,pf_eigenvalue [0],"pf_eigenvalue [0, 1]","pf_eigenvalue [0, 1, 2]","pf_eigenvalue [0, 1, 2, 3]","pf_eigenvalue [0, 1, 2, 3, 4]","pf_eigenvalue [0, 1, 2, 3, 4, 5]","pf_eigenvalue [0, 1, 2, 3, 4, 5, 6]","pf_eigenvalue [0, 1, 2, 3, 4, 5, 6, 7]"
KAZ,Asia,Central Asia,Kazakhstan,0.033280800000000006,0.00105263,69,2020-03-29,2020-06-05,1.1949419268427945,0.006670665395750496,19.538205299072853,19.307073027217196,19.047789597507,18.190745668648802,13.520026195696175,11.283414392014187,9.302949034300097,7.472338510365843,5.527884587861595
KEN,Africa,Sub-Saharan Africa,Kenya,0.0364801,0.0006674410000000001,93,2020-05-07,2020-08-07,1.2153715897152098,0.004294589344951152,23.156710946960803,22.4046117557859,20.125672267744008,16.878013469332828,10.479170378670988,8.45078826470753,6.665293795257781,5.128970516414031,3.6078473715202826
KGZ,Asia,Central Asia,Kyrgyzstan,0.011509700000000001,0.00138831,64,2020-04-12,2020-06-14,1.0639168565398365,0.00792607189809377,20.71314137501208,20.436389008158482,20.017988395372825,18.872539033252767,11.4690985093665,8.835311814094814,6.9237618705412025,5.375557086743556,3.8581019891109616
KOR,Asia,Eastern Asia,Republic of Korea,0.216182,0.013783600000000002,12,2020-02-22,2020-03-04,3.014000219102082,0.2005804845602034,16.322113805657818,16.251795542342037,16.015117038906133,14.987020977285821,11.742466345998828,10.773547545113711,9.542808843292267,8.069971015726765,6.437472504426919
KWT,Asia,Western Asia,Kuwait,0.06627899999999999,0.00156225,51,2020-04-04,2020-05-24,1.421285508730395,0.011570056576787622,19.024866223254808,18.581522710631933,17.498628421104492,16.818228955341954,15.967220291403187,14.363888351653571,10.991734052082947,7.4653321563428685,4.594747585469137
LBN,Asia,Western Asia,Lebanon,-0.0546154,0.00330581,42,2020-03-26,2020-05-06,0.7412440054541104,0.01364035917260005,17.059423494390522,16.871188587711902,16.290904626956912,14.622529941565773,9.423899471812438,6.847646353151017,5.29575691051063,4.107168263415494,3.0623718832820783
LKA,Asia,Southern Asia,Sri Lanka,-0.0388445,0.00492297,28,2020-04-26,2020-05-23,0.8089449287391599,0.02197262279812391,19.005931387847653,18.840463655216762,18.27021249272447,16.87073918699541,9.900068789557652,7.850838276772012,6.3603814443904065,4.969743516799759,3.803685868598605
LSO,Africa,Sub-Saharan Africa,Lesotho,-0.0668803,0.023078799999999997,10,2020-07-29,2020-08-07,0.6921613132181675,0.08954182031121441,23.065905240370306,22.813047005061588,21.403664368039863,18.582528928262388,11.549400280902006,8.679605107864287,6.80704401006542,5.429778372241636,4.129358070280295
LTU,Europe,Northern Europe,Lithuania,-0.0152768,0.0036508,33,2020-03-25,2020-04-26,0.9204966892899165,0.018300127805276203,16.278812634462952,16.139707942631077,15.69075208032332,14.334787011588235,12.196878065958233,11.001987234098186,9.424882617243467,7.708041740693723,5.704828980543353
LUX,Europe,Western Europe,Luxembourg,-0.053403,0.00104514,86,2020-03-19,2020-06-12,0.7462617787037065,0.004338655131203066,19.69077714775681,19.58417881429985,19.016507346285685,17.96705391337924,16.012616930175376,15.069078543730972,13.378384834266393,10.868546811371724,8.784584395018495
LVA,Europe,Northern Europe,Latvia,-0.0309562,0.00139363,84,2020-04-01,2020-06-23,0.8448491313130606,0.00646768646855712,14.803887628928859,14.613659208492134,14.400978117523213,14.103006641356473,12.601999610589994,11.044659460214241,9.326395846329651,7.795918457731003,6.105282488672457
MAR,Africa,Northern Africa,Morocco,0.052479700000000004,0.00342505,32,2020-03-26,2020-04-26,1.3223268200708487,0.023773283494645834,18.385561360281947,18.18367295578268,17.467834672336373,15.865291524290669,9.88789629264835,7.658357944598787,5.9290635683190525,4.513583095562943,3.2963783981777084
MDV,Asia,Southern Asia,Maldives,-0.0162186,0.00119881,71,2020-04-30,2020-07-09,0.915786652564135,0.005981561167635361,28.82199781484983,28.73334300792439,28.3588285833023,26.356956186311603,11.849447947941826,8.151699363591911,6.475388296294071,5.1048446437032,3.7608998329159498
MEX,Americas,Latin America and the Caribbean,Mexico,0.0808596,0.00188334,45,2020-03-21,2020-05-04,1.5330310923267088,0.01492961324278345,18.49225133417534,18.106284880881635,17.180452054616847,15.334400940194332,10.49523756759451,8.660013969440326,7.085670490657085,5.544485301139202,3.9156793742809626
MKD,Europe,Southern Europe,North Macedonia,-0.0157419,0.00169145,56,2020-04-03,2020-05-28,0.9181679638250042,0.008459345425729287,16.414006000282754,16.30800007043831,16.060474024383062,15.134981580769516,11.543063177270849,10.129747417454436,8.423521210588888,6.846196648213367,5.2486027218830165
MLT,Europe,Southern Europe,Malta,0.0148624,0.000495859,119,2020-08-09,2020-12-05,1.083213386088803,0.0028770280802821345,15.767249742003882,15.713303393781214,15.512295462386927,14.79212018513443,10.819462171691187,9.320818364227671,7.692025355483757,6.164161894402295,4.8939325977210375
MNE,Europe,Southern Europe,Montenegro,0.0379453,0.0143825,13,2020-07-03,2020-07-15,1.224832211553093,0.09318993618906911,15.383682338397175,15.243308093716976,14.902981394525359,13.651925462952164,10.30170191060006,9.17822877148434,7.695973867971358,6.116363783975072,4.542091752872572
MNG,Asia,Eastern Asia,Mongolia,-0.0887945,0.013211099999999998,15,2020-11-23,2020-12-07,0.6116802573738673,0.04586856571556622,18.48857301392444,18.039910307213308,17.552218892607197,16.404318025920478,12.494829310677266,9.736847254418171,7.689635008996401,5.810071866405942,3.860140981429526
MOZ,Africa,Sub-Saharan Africa,Mozambique,0.0251541,0.000835131,83,2020-07-14,2020-10-04,1.1444277361174462,0.005090878261106137,27.397660970009376,26.39731997626853,16.630107291409768,12.556732172390447,10.185944875960207,8.580829519597177,7.063188494133716,5.682962853255947,4.363708341906691
MRT,Africa,Sub-Saharan Africa,Mauritania,0.05577530000000001,0.00359912,31,2020-05-29,2020-06-28,1.3453801911272825,0.02537250029111703,24.399191467706512,23.865186053493066,20.772690015644578,14.463842908494694,8.066771391932553,6.172979690210607,4.851831288651951,3.7740739662168896,2.8117388350435037
MYS,Asia,South-eastern Asia,Malaysia,0.015661,0.00304214,34,2020-03-15,2020-04-17,1.0878558654992831,0.01771878758568622,17.870578154470863,17.544297712920173,16.884621059641322,15.637783027741914,12.263006986572332,9.841823757372973,7.565694973711809,5.796959635397756,4.215661587696381
NAM,Africa,Sub-Saharan Africa,Namibia,0.0317173,0.00117603,65,2020-07-03,2020-09-05,1.1850706348767555,0.007397325785926775,22.43460489689013,22.006719144642005,20.316566548951148,16.78617400131265,12.387006854770398,9.951266899231511,7.860742026835933,6.0659354860910275,4.3023591314629295
NER,Africa,Sub-Saharan Africa,Niger,-0.0788323,0.00464939,31,2020-04-06,2020-05-06,0.6471607832865742,0.016981478784851022,31.760602438955093,30.87759404239273,24.46701268319261,12.376662933898544,7.792145563738773,6.514341438553017,5.4079959740412695,4.311452251341945,3.219922795491592
NGA,Africa,Sub-Saharan Africa,Nigeria,0.0284342,0.00083684,77,2020-04-18,2020-07-03,1.1645805950689618,0.0051819422827319725,24.151633626777464,23.41345038142376,20.251838917393844,18.178385147465907,9.783788836613608,7.559282021212734,5.93809052926608,4.727882767904302,3.6391361404123512
NIC,Americas,Latin America and the Caribbean,Nicaragua,-0.010346,0.000337854,168,2020-05-19,2020-11-02,0.9455132908778099,0.0017348386116451241,22.823810900141417,22.48297091401629,20.85056997609611,17.928549711240855,10.523236247112816,8.075642439175105,6.155027861342554,4.719007119617974,3.4079360322678633
NLD,Europe,Western Europe,Netherlands,0.15504500000000002,0.00522969,23,2020-03-08,2020-03-30,2.233518266188353,0.05813702664756263,18.134473859566146,17.999508265385593,17.395430546242515,16.340647632569087,14.785399850434597,13.824015487844086,12.78412115237282,11.080639162291854,8.285703496130989
NPL,Asia,Southern Asia,Nepal,0.12521500000000002,0.00569391,23,2020-05-18,2020-06-09,1.923175695889609,0.05533608719762834,24.66030539393035,24.441899277135697,22.75190209629684,19.086399181785964,11.8901353410215,10.15382638160312,8.373022856945601,6.704195923382814,4.993777456796019
NZL,Oceania,Australia and New Zealand,New Zealand,0.014747799999999998,0.00935966,17,2020-03-26,2020-04-11,1.0825486477150446,0.05427582382676969,15.770351633174752,15.52563667953554,15.160254001217512,14.36462652433132,11.7608530986337,10.472169128049446,9.157211854028036,7.856556132799781,6.378634544069778
OMN,Asia,Western Asia,Oman,0.04472519999999999,0.0007771610000000001,81,2020-04-09,2020-06-28,1.269476530783792,0.0052001550369700535,18.779471728226962,18.266736206530577,17.802470018401987,17.386404914646562,16.193929947621953,13.46261865957093,8.197593747802332,4.930383658951403,3.1672686870250137
PAK,Asia,Southern Asia,Pakistan,0.0464925,0.000546501,97,2020-03-16,2020-06-20,1.2813515360671903,0.003687479635398545,26.13840700292377,25.664621326854434,20.950652221573282,17.391401817509013,8.05219152998201,6.081515561149198,4.899263857840039,3.949412375571069,2.937601240679744
PAN,Americas,Latin America and the Caribbean,Panama,0.023284799999999998,0.000409342,122,2020-03-22,2020-07-21,1.1330835033379696,0.0024730727527683266,17.246657440978233,16.835047078253467,15.910365524646757,14.28257767458048,10.729770080130882,9.07832716543324,7.432192111214152,5.875924970981102,4.163912955953038
PER,Americas,Latin America and the Caribbean,Peru,0.114282,0.00703522,20,2020-03-19,2020-04-07,1.8195226683988386,0.06505117956377762,19.17818030718346,18.836283593140614,18.042623618282626,16.27201069713692,12.032998909735994,10.199615020344474,8.385277692165323,6.661123411113818,4.929854558614373
PHL,Asia,South-eastern Asia,Philippines,0.177277,0.0116694,14,2020-03-22,2020-04-04,2.4933201718741085,0.14320744561572066,21.0816204398694,20.783182993164747,19.61271875175209,17.174370950950284,10.622045158567513,8.751756846801346,7.186503051942943,5.720931230435079,4.250827908847846
POL,Europe,Eastern Europe,Poland,0.10746700000000001,0.00513855,24,2020-03-17,2020-04-09,1.7574792673299227,0.046055282878569644,17.07262624848373,16.98854888047073,16.809318670021007,16.212266200425173,14.546705067121833,12.410010742585248,9.806242240354226,7.92468747733404,6.159001492376253
PRT,Europe,Southern Europe,Portugal,0.210581,0.010245,15,2020-03-15,2020-03-29,2.9334770227498272,0.14550253106425973,13.918261032265244,13.74627533197798,13.386408082913695,12.776817744625404,11.76405117878435,10.905392154706314,9.526655822906415,7.816927222319155,5.8572126527613735
PRY,Americas,Latin America and the Caribbean,Paraguay,-0.10346,0.00812905,21,2020-05-08,2020-05-28,0.5626248267059941,0.02618145335692386,20.57347790442168,20.24791222584604,19.368108834531306,17.396626577499067,11.520700264222294,9.245332141622796,7.2520332745943055,5.6537227693039105,4.1957222411181805
QAT,Asia,Western Asia,Qatar,0.09593070000000001,0.0364788,7,2020-03-11,2020-03-17,1.6567735284684093,0.31006469340347875,23.52874205524765,23.274301569633185,23.021614685658204,22.84670201446545,22.358128931497898,19.73896220472464,14.706704758352435,10.233013775832164,6.310011634887136
ROU,Europe,Eastern Europe,Romania,0.14852100000000001,0.00816734,18,2020-03-18,2020-04-04,2.1620417148136832,0.08817899592493873,13.804983309378386,13.573173842596185,13.217335884305827,12.664123570273516,11.584515707918694,10.361911377435998,8.925624010624038,7.140121032207601,5.251800246613179
RUS,Europe,Eastern Europe,Russian Federation,0.154026,0.00301053,32,2020-03-21,2020-04-21,2.22221610052352,0.03331502446749764,15.210095289742641,14.985906513762767,14.732023675134648,14.387802896723244,13.016257585834708,11.324664390870455,9.458292899738996,7.661257190432752,5.828643613367169
RWA,Africa,Sub-Saharan Africa,Rwanda,0.010542600000000001,0.00325649,36,2020-06-29,2020-08-03,1.058408391801892,0.018505277788992042,22.41779901309156,21.262554231430194,18.4844043068246,15.484141463332145,12.084497363333433,9.805533596101881,7.622163120575478,6.002599138636462,4.602571425109001
SAU,Asia,Western Asia,Saudi Arabia,0.08509019999999999,0.00193475,44,2020-03-19,2020-05-01,1.5668994406152221,0.01564127058816032,18.611145233312627,18.15962675591005,16.515949501529207,13.924527858493883,11.073128800155883,9.792869063511123,8.099210796779706,5.895456065741704,3.6076396716041175
SEN,Africa,Sub-Saharan Africa,Senegal,0.00419978,0.00043557199999999996,126,2020-04-25,2020-08-28,1.0229112837906427,0.0024004550695466372,25.006611446838843,24.47409261916129,22.668541179296287,16.207320347326295,9.058100410156033,6.9997962149445225,5.525894000699494,4.345830291854245,3.154882623209669
SGP,Asia,South-eastern Asia,Singapore,0.0441664,0.00798226,19,2020-03-21,2020-04-08,1.2657424210783115,0.053269867508016426,16.35778809533235,16.25501587721649,15.835640976135116,14.843580659925209,12.574923765773015,11.416086527878216,9.996389661278288,8.296937706958058,6.423414812299327
SLE,Africa,Sub-Saharan Africa,Sierra Leone,-0.012900799999999999,0.00041837300000000004,175,2020-05-25,2020-11-15,0.9324761815514188,0.0021216587356147013,25.03529301219014,24.27767704651589,18.056620963667843,15.239779957335394,10.5511326093968,9.319538005435936,7.5736337278166035,6.075480323136518,4.5274482514316405
SLV,Americas,Latin America and the Caribbean,El Salvador,0.0252597,0.000574263,102,2020-05-04,2020-08-13,1.1450716262630964,0.0035024217233150315,21.605577843309504,21.398566949314283,20.76416692079625,18.029720237476106,10.328955970976264,8.375170145348058,6.843733184104839,5.4126111995148705,3.962729217416124
SRB,Europe,Southern Europe,Serbia,0.09001010000000001,0.00427712,27,2020-03-24,2020-04-19,1.6071304994679156,0.03537460634806579,13.477191509767769,13.332403697499378,13.024965228423074,12.366784251894705,10.709810609543519,9.819725597245341,8.509306976730514,6.987999411400804,5.47580976105999
STP,Africa,Sub-Saharan Africa,Sao Tome and Principe,-0.0379048,0.09225549999999999,4,2020-05-29,2020-06-01,0.8131488616648848,0.41368492602352375,21.817908742035545,21.03046875861112,19.367057548746057,17.31731516445926,7.8353640903803745,4.125362096558407,2.699667716239481,2.0249866699926704,1.507710451107504
SUR,Americas,Latin America and the Caribbean,Suriname,0.0247656,0.00256592,40,2020-07-16,2020-08-24,1.1420616780812038,0.015612540985705886,16.399165992465132,15.87130438413625,14.710299779064519,13.14671043746534,10.810549052521553,9.197381629047396,7.443663430620007,5.758659803589183,4.1533954576845336
SVK,Europe,Eastern Europe,Slovakia,0.0240235,0.00821214,19,2020-04-07,2020-04-25,1.1375543247475022,0.04979017464145473,16.03596625519598,15.922513603879498,15.61224545435284,14.920613860617864,12.778946015515794,11.526385712804478,9.86363679579269,7.937341761706276,5.897170073885193
SVN,Europe,Southern Europe,Slovenia,-0.014055799999999999,0.00323355,37,2020-03-16,2020-04-21,0.9266354321168038,0.01630570079291427,14.055954356915185,13.792852358932668,13.502492758143868,13.082891773875756,12.236343924105055,11.283010358640766,9.71102577606484,7.870157588674378,5.884821820898058
SWE,Europe,Northern Europe,Sweden,0.06905189999999999,0.00256826,37,2020-03-08,2020-04-13,1.4419554893165822,0.019268960808263968,14.951115386523506,14.744112851508982,14.478642886158164,14.016233563531186,12.185025531367517,11.090895102454477,9.755054686965037,8.271295167529258,6.5369469310186465
SYR,Asia,Western Asia,Syrian Arab Republic,0.00176319,0.00045725400000000004,125,2020-08-05,2020-12-07,1.009562057481389,0.0024903763396413744,21.552249363368297,21.15691723792825,19.715201745202986,17.114989105472365,8.116116742917809,5.837462639968479,4.4034328404346885,3.3778550709888817,2.3919598005785345
THA,Asia,South-eastern Asia,Thailand,0.0504704,0.00895579,17,2020-03-20,2020-04-05,1.3084461626111827,0.061575530885537605,16.48659244373697,16.240897074442838,15.729853068729394,14.900817638237962,13.082512338586485,11.73849392468424,10.104595234964084,8.294659937935945,6.3003506492792285
TJK,Asia,Central Asia,Tajikistan,-0.00522219,0.00020234900000000002,218,2020-05-04,2020-12-07,0.9721547855891162,0.0010653063901899817,25.71353126464281,25.50536528445274,25.09605822860157,23.371974933055352,10.8897381174886,8.03341187832514,6.2026516730275985,4.765546939298182,3.2753134337524377
TUN,Africa,Northern Africa,Tunisia,-0.0454101,0.00295534,42,2020-03-28,2020-05-08,0.780113141452684,0.012767323247842485,18.975823924375483,18.84027247690927,18.415927167637662,17.222607133864564,10.344280306729598,7.667121852615645,5.74489968665519,4.330731947294469,3.0821210775549064
TUR,Asia,Western Asia,Turkey,0.294286,0.0132684,12,2020-03-20,2020-03-31,4.363755304998569,0.26925035180715373,17.443325650375755,17.23812951838275,16.599679412142383,14.82257831042809,9.611718745834679,8.036493981802293,6.410086535177168,4.738892201733679,3.2526300441374234
UGA,Africa,Sub-Saharan Africa,Uganda,-0.0260022,0.00173851,61,2020-05-30,2020-07-29,0.8681232433226126,0.00826767705629116,29.178919013748523,27.875882916006365,19.71665370105361,15.99365409013601,11.421078281779462,9.627583319627703,7.959328099378832,6.458876815868281,4.90662892370228
UKR,Europe,Eastern Europe,Ukraine,0.017778,0.000120271,256,2020-03-27,2020-12-07,1.1002492022902082,0.0007076789993823501,15.024840822231369,14.914823147165942,14.620452558344427,14.172534498995034,12.05514144625898,10.646937448737187,8.762115382251357,7.097980356993894,5.434508024509031
URY,Americas,Latin America and the Caribbean,Uruguay,0.0371109,0.00168005,52,2020-10-17,2020-12-07,1.2194365110206575,0.010842613123571137,16.078008523624927,15.847102083400154,15.30407015541531,14.180856373348186,11.514200406501885,10.186718691318577,8.662101503289168,7.034103462438406,5.308903280222765
USA,Americas,Northern America,United States of America,0.295904,0.0055655,21,2020-03-06,2020-03-26,4.396699945790193,0.11370431751053911,15.503614302280743,15.33359951107131,14.951586560213224,14.003939265262394,10.90148658707916,9.734667750902464,8.40262313700654,7.087134315869196,5.6456744914570525
UZB,Asia,Central Asia,Uzbekistan,-0.0113905,0.00184314,50,2020-04-06,2020-05-25,0.9401635601089628,0.0094161663105752,27.3800489728902,27.27236898623635,26.820286260715193,24.775499635843634,7.718098396986448,5.270510208978736,4.018186723936116,3.0396665473676068,2.1435626409369832
VEN,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),0.0340377,0.0006099769999999999,95,2020-05-19,2020-08-21,1.199747168799584,0.0038794751978629277,16.961387104369532,16.477329047190768,15.516343445858615,13.962803101781926,11.356038108890779,9.548373300870537,7.719229622268246,6.024172618210034,4.36542584463241
VNM,Asia,South-eastern Asia,Viet Nam,-0.09312530000000001,0.00511112,35,2020-08-03,2020-09-06,0.5968088258022426,0.017357512899417823,18.217151544312927,17.919803896697374,17.40925793245786,16.532014924988616,13.594125285691836,11.872303988894494,9.801853488344364,7.883142837961093,5.867413754985861
YEM,Asia,Western Asia,Yemen,-0.0260496,0.000885122,103,2020-06-13,2020-09-23,0.8678978536620036,0.004208313813584089,26.29059908710353,25.869340831394936,24.68215023264236,22.474939396686448,8.160001185716153,4.41731498379893,3.059295770115761,2.241796782208496,1.6832091624738617
ZAF,Africa,Sub-Saharan Africa,South Africa,0.049917800000000005,0.000397438,120,2020-03-22,2020-07-19,1.304651714299869,0.002725463337462783,18.583876251583657,18.158963600736502,16.42097482892104,14.131453795377572,11.3125791607439,8.794831721381756,6.665545079051072,5.035452764800267,3.4838061173684083
ZMB,Africa,Sub-Saharan Africa,Zambia,-0.061269500000000005,0.00677146,22,2020-05-12,2020-06-02,0.7142404418488758,0.02702393500573453,26.18459207102444,25.349416598931175,21.34243321481945,16.666415398632036,11.085482593161993,9.027989864476007,7.384908062647266,5.965874770122597,4.5369230225242685
ZWE,Africa,Sub-Saharan Africa,Zimbabwe,0.061109699999999996,0.00361939,31,2020-07-08,2020-08-07,1.3834615632371943,0.026163422658321493,25.442511785739022,24.986582565898104,23.08629887402237,19.92703079751931,10.876710987068806,8.181864003952889,6.434385363303312,5.082182563025722,3.830401413315749
